mall_id,idh
0.0,0.8681204297506118
1.0,0.873915582695156
2.0,0.7590061517976268
6.0,0.8889736184460666
9.0,0.7572652474357439
11.0,0.8164349790257268
12.0,0.7673169444555549
13.0,0.7554400315553029
16.0,0.747055769465636
17.0,0.821345022852542
18.0,0.7689647929750465
19.0,0.7501383745242987
20.0,0.7660756912546622
21.0,0.7575362647234277
25.0,0.8261708262848471
29.0,0.8517281698482002
